id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_97_camchat","CamChat → WriteByte","CamChat → WriteByte","cross_community",5,"['comm_54','comm_43','comm_23','comm_63']","Method:src/com/langla/real/family/Family.java:Family.camChat#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_98_gopquy","GopQuy → WriteByte","GopQuy → WriteByte","cross_community",5,"['comm_54','comm_43','comm_23','comm_63']","Method:src/com/langla/real/family/Family.java:Family.gopQuy#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_99_rutquy","RutQuy → WriteByte","RutQuy → WriteByte","cross_community",5,"['comm_54','comm_43','comm_23','comm_63']","Method:src/com/langla/real/family/Family.java:Family.rutQuy#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_100_a","A → LogError","A → LogError","cross_community",5,"['comm_66','comm_61','comm_23']","Method:src/com/langla/lib/Binary.java:Binary.a#0","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_101_b","B → LogError","B → LogError","cross_community",5,"['comm_66','comm_61','comm_23']","Method:src/com/langla/lib/Binary.java:Binary.b#0","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_102_sendshop","SendShop → WriteByte","SendShop → WriteByte","cross_community",5,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.SendShop#1","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_103_listgiatoc","ListGiaToc → WriteByte","ListGiaToc → WriteByte","cross_community",5,"['comm_23','comm_43','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.listGiaToc#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_104_handler","Handler → ReadUnsignedByte","Handler → ReadUnsignedByte","cross_community",4,"['comm_176','comm_22']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Method:src/com/langla/server/lib/Reader.java:Reader.readUnsignedByte#0"
"proc_105_handler","Handler → Writer","Handler → Writer","cross_community",4,"['comm_176','comm_43']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_106_useitem","UseItem → DataCenter","UseItem → DataCenter","cross_community",4,"['comm_28','comm_168','comm_17']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItem#2","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_107_useitem","UseItem → Writer","UseItem → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItem#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_108_readarrdatagame","ReadArrDataGame → InflateByteArray","ReadArrDataGame → InflateByteArray","cross_community",4,"['comm_22','comm_66','comm_61']","Method:src/com/langla/data/DataCenter.java:DataCenter.readArrDataGame#1","Method:src/com/langla/lib/Utlis.java:Utlis.inflateByteArray#1"
"proc_109_readarrdatagame","ReadArrDataGame → X","ReadArrDataGame → X","cross_community",4,"['comm_22','comm_66','comm_61']","Method:src/com/langla/data/DataCenter.java:DataCenter.readArrDataGame#1","Method:src/com/langla/lib/Binary.java:Binary.x#1"
"proc_110_initializeactionlist","InitializeActionList → ActionNpc","InitializeActionList → ActionNpc","cross_community",4,"['comm_23','comm_157']","Method:src/com/langla/real/npc/Npc.java:Npc.initializeActionList#2","Constructor:src/com/langla/real/npc/Npc.java:ActionNpc.ActionNpc#2"
"proc_111_initializeactionlist","InitializeActionList → SendMessage","InitializeActionList → SendMessage","cross_community",4,"['comm_23','comm_157']","Method:src/com/langla/real/npc/Npc.java:Npc.initializeActionList#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_112_initializeactionlist","InitializeActionList → LogError","InitializeActionList → LogError","cross_community",4,"['comm_23','comm_157']","Method:src/com/langla/real/npc/Npc.java:Npc.initializeActionList#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_113_main","Main → Print","Main → Print","cross_community",4,"['comm_45','comm_31']","Method:src/com/langla/server/main/Main.java:Main.main#1","Method:src/com/langla/utlis/UTPKoolVN.java:UTPKoolVN.Print#1"
"proc_114_main","Main → SocketConnet","Main → SocketConnet","cross_community",4,"['comm_45','comm_31']","Method:src/com/langla/server/main/Main.java:Main.main#1","Method:src/com/langla/server/handler/ServerSocketHandler.java:ServerSocketHandler.socketConnet#1"
"proc_115_attackplayer","AttackPlayer → DataCenter","AttackPlayer → DataCenter","cross_community",4,"['comm_44','comm_43','comm_17']","Method:src/com/langla/real/map/Map.java:Zone.attackPlayer#3","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_116_attackplayer","AttackPlayer → SendMessage","AttackPlayer → SendMessage","cross_community",4,"['comm_44','comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.attackPlayer#3","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_117_attackplayer","AttackPlayer → LogError","AttackPlayer → LogError","cross_community",4,"['comm_44','comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.attackPlayer#3","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_118_createblock","CreateBlock → XYEntity","CreateBlock → XYEntity","intra_community",4,"['comm_50']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Class:src/com/langla/real/player/XYEntity.java:XYEntity"
"proc_119_createblock","CreateBlock → SetXY","CreateBlock → SetXY","intra_community",4,"['comm_50']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Method:src/com/langla/real/player/XYEntity.java:XYEntity.setXY#2"
"proc_120_useitemwithtab","UseItemWithTab → Writer","UseItemWithTab → Writer","cross_community",4,"['comm_43','comm_23']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_121_useitemwithtab","UseItemWithTab → LogError","UseItemWithTab → LogError","cross_community",4,"['comm_43','comm_23']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_122_useitemwithtab","UseItemWithTab → WriteInt","UseItemWithTab → WriteInt","cross_community",4,"['comm_43','comm_63']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_123_gokhamngoc","GoKhamNgoc → Split","GoKhamNgoc → Split","intra_community",4,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_124_gokhamngoc","GoKhamNgoc → Writer","GoKhamNgoc → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_125_upgradelucdao","UpgradeLucDao → Writer","UpgradeLucDao → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_126_upgradelucdao","UpgradeLucDao → Split","UpgradeLucDao → Split","intra_community",4,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_127_upgradelucdao","UpgradeLucDao → DataCenter","UpgradeLucDao → DataCenter","cross_community",4,"['comm_28','comm_168','comm_17']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_128_chetao","CheTao → Writer","CheTao → Writer","cross_community",4,"['comm_139','comm_43']","Method:src/com/langla/real/player/Char.java:Char.cheTao#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_129_handle","Handle → Writer","Handle → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_130_handle","Handle → Split","Handle → Split","intra_community",4,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_131_handle","Handle → DataCenter","Handle → DataCenter","cross_community",4,"['comm_28','comm_168','comm_17']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_132_ghepcaitrang","GhepCaiTrang → Writer","GhepCaiTrang → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/player/Char.java:Char.ghepCaiTrang#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_133_buyshop","BuyShop → Writer","BuyShop → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.BuyShop#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_134_khamngoc","KhamNgoc → Split","KhamNgoc → Split","intra_community",4,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_135_khamngoc","KhamNgoc → Writer","KhamNgoc → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_136_attackmob","AttackMob → DataCenter","AttackMob → DataCenter","cross_community",4,"['comm_165','comm_43','comm_17']","Method:src/com/langla/real/map/Map.java:Zone.attackMob#3","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_137_attackmob","AttackMob → SendMessage","AttackMob → SendMessage","cross_community",4,"['comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.attackMob#3","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_138_attackmob","AttackMob → LogError","AttackMob → LogError","cross_community",4,"['comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.attackMob#3","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_139_doibuano","DoiBuaNo → DataCenter","DoiBuaNo → DataCenter","cross_community",4,"['comm_43','comm_168','comm_17']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_140_doibuano","DoiBuaNo → Writer","DoiBuaNo → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_141_confirmtachcaitrang","ConfirmTachCaiTrang → Writer","ConfirmTachCaiTrang → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.confirmTachCaiTrang#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_142_readarrdatagame2","ReadArrDataGame2 → ReadUnsignedByte","ReadArrDataGame2 → ReadUnsignedByte","intra_community",4,"['comm_22']","Method:src/com/langla/data/DataCenter.java:DataCenter.readArrDataGame2#1","Method:src/com/langla/server/lib/Reader.java:Reader.readUnsignedByte#0"
"proc_143_nangcapbuano","NangCapBuaNo → DataCenter","NangCapBuaNo → DataCenter","cross_community",4,"['comm_28','comm_168','comm_17']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.NangCapBuaNo#5","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_144_nangcapbuano","NangCapBuaNo → Writer","NangCapBuaNo → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.NangCapBuaNo#5","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_145_nangcapbuano","NangCapBuaNo → Split","NangCapBuaNo → Split","intra_community",4,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.NangCapBuaNo#5","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_146_dichchuyen","DichChuyen → Writer","DichChuyen → Writer","cross_community",4,"['comm_28','comm_43']","Method:src/com/langla/real/player/Char.java:Char.dichChuyen#5","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_147_phatluong","PhatLuong → Writer","PhatLuong → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.phatLuong#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_148_listgiatoctest","ListGiaTocTest → WriteByte","ListGiaTocTest → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.listGiaTocTest#0","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_149_update","Update → SendMessage","Update → SendMessage","cross_community",4,"['comm_165','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.update#0","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_150_update","Update → LogError","Update → LogError","cross_community",4,"['comm_165','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.update#0","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_151_update","Update → Writer","Update → Writer","cross_community",4,"['comm_165','comm_63']","Method:src/com/langla/real/player/Char.java:Char.update#0","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_152_update","Update → WriteInt","Update → WriteInt","cross_community",4,"['comm_165','comm_63']","Method:src/com/langla/real/player/Char.java:Char.update#0","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_153_update","Update → WriteShort","Update → WriteShort","cross_community",4,"['comm_165','comm_63']","Method:src/com/langla/real/player/Char.java:Char.update#0","Method:src/com/langla/server/lib/Writer.java:Writer.writeShort#1"
"proc_154_donegiaodich","DoneGiaoDich → SendMessage","DoneGiaoDich → SendMessage","cross_community",4,"['comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.DoneGiaoDich#0","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_155_donegiaodich","DoneGiaoDich → LogError","DoneGiaoDich → LogError","cross_community",4,"['comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.DoneGiaoDich#0","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_156_cuonghoa","CuongHoa → K","CuongHoa → K","cross_community",4,"['comm_188','comm_28']","Method:src/com/langla/real/player/Char.java:Char.cuongHoa#4","Method:src/com/langla/data/ItemOption.java:ItemOption.k#0"
"proc_157_addchar","AddChar → GetWayPoint_WhenNextMap","AddChar → GetWayPoint_WhenNextMap","cross_community",4,"['comm_138','comm_160']","Method:src/com/langla/real/map/Map.java:Map.addChar#1","Method:src/com/langla/real/map/Map.java:Map.getWayPoint_WhenNextMap#1"
"proc_158_addchar","AddChar → SetXY","AddChar → SetXY","cross_community",4,"['comm_138','comm_125']","Method:src/com/langla/real/map/Map.java:Map.addChar#1","Method:src/com/langla/real/player/Entity.java:Entity.setXY#1"
"proc_159_addchar","AddChar → SendMessage","AddChar → SendMessage","cross_community",4,"['comm_138','comm_23']","Method:src/com/langla/real/map/Map.java:Map.addChar#1","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_160_mobattackchar","MobAttackChar → WriteInt","MobAttackChar → WriteInt","cross_community",4,"['comm_165','comm_23','comm_63']","Method:src/com/langla/real/map/Map.java:Zone.mobAttackChar#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_161_mobattackchar","MobAttackChar → SendMessage","MobAttackChar → SendMessage","cross_community",4,"['comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.mobAttackChar#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_162_mobattackchar","MobAttackChar → LogError","MobAttackChar → LogError","cross_community",4,"['comm_165','comm_23']","Method:src/com/langla/real/map/Map.java:Zone.mobAttackChar#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_163_hoanthanhnhiemvu","HoanThanhNhiemVu → Writer","HoanThanhNhiemVu → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/task/TaskHandler.java:TaskHandler.hoanThanhNhiemVu#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_164_jcombobox1actionperf","JComboBox1ActionPerformed → ReadShort","JComboBox1ActionPerformed → ReadShort","cross_community",4,"['comm_99','comm_22']","Method:src/com/langla/server/tool/frmCreateItem.java:frmCreateItem.jComboBox1ActionPerformed#1","Method:src/com/langla/server/lib/Reader.java:Reader.readShort#0"
"proc_165_jcombobox1actionperf","JComboBox1ActionPerformed → ReadBoolean","JComboBox1ActionPerformed → ReadBoolean","cross_community",4,"['comm_99','comm_22']","Method:src/com/langla/server/tool/frmCreateItem.java:frmCreateItem.jComboBox1ActionPerformed#1","Method:src/com/langla/server/lib/Reader.java:Reader.readBoolean#0"
"proc_166_jcombobox1actionperf","JComboBox1ActionPerformed → ReadLong","JComboBox1ActionPerformed → ReadLong","cross_community",4,"['comm_99','comm_22']","Method:src/com/langla/server/tool/frmCreateItem.java:frmCreateItem.jComboBox1ActionPerformed#1","Method:src/com/langla/server/lib/Reader.java:Reader.readLong#0"
"proc_167_run","Run → Writer","Run → Writer","cross_community",4,"['comm_31','comm_43']","Method:src/com/langla/server/main/Maintenance.java:Maintenance.run#0","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_168_run","Run → PlayerManager","Run → PlayerManager","cross_community",4,"['comm_31','comm_43']","Method:src/com/langla/server/main/Maintenance.java:Maintenance.run#0","Class:src/com/langla/real/player/PlayerManager.java:PlayerManager"
"proc_169_run","Run → SendMessage","Run → SendMessage","cross_community",4,"['comm_31','comm_43','comm_23']","Method:src/com/langla/server/main/Maintenance.java:Maintenance.run#0","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_170_run","Run → Print","Run → Print","intra_community",4,"['comm_31']","Method:src/com/langla/server/main/Maintenance.java:Maintenance.run#0","Method:src/com/langla/utlis/UTPKoolVN.java:UTPKoolVN.Print#1"
"proc_171_sendtabselectchar","SendTabSelectChar → InfoChar","SendTabSelectChar → InfoChar","cross_community",4,"['comm_63','comm_30','comm_131']","Method:src/com/langla/real/player/Player.java:Player.sendTabSelectChar#1","Class:src/com/langla/data/InfoChar.java:InfoChar"
"proc_172_sendtabselectchar","SendTabSelectChar → InfoTuongKhac","SendTabSelectChar → InfoTuongKhac","cross_community",4,"['comm_63','comm_30']","Method:src/com/langla/real/player/Player.java:Player.sendTabSelectChar#1","Constructor:src/com/langla/data/InfoTuongKhac.java:InfoTuongKhac.InfoTuongKhac#0"
"proc_173_sendtabselectchar","SendTabSelectChar → Info","SendTabSelectChar → Info","cross_community",4,"['comm_63','comm_30','comm_132']","Method:src/com/langla/real/player/Player.java:Player.sendTabSelectChar#1","Class:src/com/langla/data/Info.java:Info"
"proc_174_sendtabselectchar","SendTabSelectChar → Trade","SendTabSelectChar → Trade","cross_community",4,"['comm_63','comm_30']","Method:src/com/langla/real/player/Player.java:Player.sendTabSelectChar#1","Constructor:src/com/langla/data/Trade.java:Trade.Trade#0"
"proc_175_sendtabselectchar","SendTabSelectChar → DataCenter","SendTabSelectChar → DataCenter","cross_community",4,"['comm_63','comm_30','comm_17']","Method:src/com/langla/real/player/Player.java:Player.sendTabSelectChar#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_176_nhanphucloi","NhanPhucLoi → Writer","NhanPhucLoi → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.nhanPhucLoi#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_177_nhanphucloi","NhanPhucLoi → DataCenter","NhanPhucLoi → DataCenter","cross_community",4,"['comm_43','comm_17']","Method:src/com/langla/real/player/Char.java:Char.nhanPhucLoi#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_178_vutitem","VutItem → SendMessage","VutItem → SendMessage","cross_community",4,"['comm_48','comm_23']","Method:src/com/langla/real/player/Char.java:Char.vutItem#1","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_179_raoban","RaoBan → Writer","RaoBan → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.RaoBan#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_180_nhanthuong","NhanThuong → Writer","NhanThuong → Writer","cross_community",4,"['comm_43','comm_23']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.NhanThuong#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_181_nhanthuong","NhanThuong → WriteBoolean","NhanThuong → WriteBoolean","cross_community",4,"['comm_43','comm_23','comm_63']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.NhanThuong#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeBoolean#1"
"proc_182_dropitem","DropItem → GetIDItemMap","DropItem → GetIDItemMap","cross_community",4,"['comm_99','comm_125','comm_48']","Method:src/com/langla/real/map/Map.java:Zone.dropItem#2","Method:src/com/langla/data/DataCache.java:DataCache.getIDItemMap#0"
"proc_183_taogiatoc","TaoGiaToc → Writer","TaoGiaToc → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/family/Family.java:Family.TaoGiaToc#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_184_taogiatoc","TaoGiaToc → DataCenter","TaoGiaToc → DataCenter","cross_community",4,"['comm_43','comm_17']","Method:src/com/langla/real/family/Family.java:Family.TaoGiaToc#2","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_185_kickmember","KickMember → Writer","KickMember → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.kickMember#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_186_nangcapskill","NangCapSkill → DataCenter","NangCapSkill → DataCenter","cross_community",4,"['comm_122','comm_123','comm_17']","Method:src/com/langla/real/player/Char.java:Char.nangCapSkill#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_187_nangcapskill","NangCapSkill → Clone","NangCapSkill → Clone","intra_community",4,"['comm_122']","Method:src/com/langla/real/player/Char.java:Char.nangCapSkill#1","Method:src/com/langla/data/Skill.java:Skill.clone#0"
"proc_188_nangcapskill","NangCapSkill → LogError","NangCapSkill → LogError","cross_community",4,"['comm_122','comm_23']","Method:src/com/langla/real/player/Char.java:Char.nangCapSkill#1","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_189_typemenu","TypeMenu → DataCenter","TypeMenu → DataCenter","cross_community",4,"['comm_43','comm_17']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.TypeMenu#2","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_190_typemenu","TypeMenu → WriteInt","TypeMenu → WriteInt","cross_community",4,"['comm_43','comm_23','comm_63']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.TypeMenu#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_191_quay","Quay → Writer","Quay → Writer","cross_community",4,"['comm_47','comm_43']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.Quay#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_192_quay","Quay → LogRemoveChar","Quay → LogRemoveChar","cross_community",4,"['comm_47','comm_119','comm_43']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.Quay#2","Method:src/com/langla/lib/Utlis.java:Utlis.logRemoveChar#2"
"proc_193_quay","Quay → GetAmount","Quay → GetAmount","cross_community",4,"['comm_47','comm_119']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.Quay#2","Method:src/com/langla/real/item/Item.java:Item.getAmount#0"
"proc_194_quay","Quay → SetAmount","Quay → SetAmount","cross_community",4,"['comm_47','comm_119']","Method:src/com/langla/real/khobau/KhoBau.java:KhoBau.Quay#2","Method:src/com/langla/real/item/Item.java:Item.setAmount#1"
"proc_195_test","Test → Writer","Test → Writer","intra_community",4,"['comm_23']","Method:src/com/langla/real/player/Session.java:Serivce.test#0","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_196_test","Test → WriteByte","Test → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.test#0","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_197_nhacnhoconfirm","NhacNhoConfirm → WriteByte","NhacNhoConfirm → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.nhacNhoConfirm#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
