id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_198_buycho","BuyCho → Writer","BuyCho → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.BuyCho#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_199_thuvanmay","ThuVanMay → Writer","ThuVanMay → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.thuVanMay#0","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_200_write","Write → WriteInt","Write → WriteInt","intra_community",4,"['comm_63']","Method:src/com/langla/real/map/Map.java:Zone.write#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_201_write","Write → WriteByte","Write → WriteByte","intra_community",4,"['comm_63']","Method:src/com/langla/real/map/Map.java:Zone.write#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_202_khaimoskill","KhaiMoSkill → Writer","KhaiMoSkill → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.KhaiMoSkill#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_203_khaimoskill","KhaiMoSkill → DataCenter","KhaiMoSkill → DataCenter","cross_community",4,"['comm_54','comm_17']","Method:src/com/langla/real/family/Family.java:Family.KhaiMoSkill#2","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_204_init","Init → LinearInterpolator","Init → LinearInterpolator","cross_community",4,"['comm_11','comm_84']","Method:src/table/TableScrollButton.java:TableScrollButton.init#0","Constructor:src/org/jdesktop/animation/timing/interpolation/LinearInterpolator.java:LinearInterpolator.LinearInterpolator#0"
"proc_205_init","Init → IsRunning","Init → IsRunning","cross_community",4,"['comm_11','comm_12']","Method:src/table/TableScrollButton.java:TableScrollButton.init#0","Method:src/org/jdesktop/animation/timing/Animator.java:Animator.isRunning#0"
"proc_206_dangbancho","DangBanCho → DataCenter","DangBanCho → DataCenter","cross_community",4,"['comm_43','comm_17']","Method:src/com/langla/real/player/Char.java:Char.DangBanCho#3","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_207_dangbancho","DangBanCho → Writer","DangBanCho → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/player/Char.java:Char.DangBanCho#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_208_nangcapvithu","NangCapViThu → Writer","NangCapViThu → Writer","intra_community",4,"['comm_43']","Method:src/com/langla/real/other/UseOtherFunctions.java:UseOtherFunctions.nangCapViThu#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_209_itemtest","ItemTest → DataCenter","ItemTest → DataCenter","cross_community",4,"['comm_46','comm_168','comm_17']","Method:src/com/langla/real/other/Giftcode.java:Giftcode.itemTest#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_210_itemtest","ItemTest → Split","ItemTest → Split","cross_community",4,"['comm_46','comm_99','comm_28']","Method:src/com/langla/real/other/Giftcode.java:Giftcode.itemTest#1","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_211_itemtest","ItemTest → F","ItemTest → F","cross_community",4,"['comm_46','comm_43','comm_130']","Method:src/com/langla/real/other/Giftcode.java:Giftcode.itemTest#1","Method:src/com/langla/data/ItemOption.java:ItemOption.f#0"
"proc_212_itemtest","ItemTest → NextInt","ItemTest → NextInt","cross_community",4,"['comm_46','comm_43']","Method:src/com/langla/real/other/Giftcode.java:Giftcode.itemTest#1","Method:src/com/langla/lib/Utlis.java:Utlis.nextInt#1~int"
"proc_213_createzonecustom","CreateZoneCustom → LogError","CreateZoneCustom → LogError","cross_community",4,"['comm_141','comm_23']","Method:src/com/langla/real/map/Map.java:Map.createZoneCustom#10","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_214_nextmap","NextMap → Writer","NextMap → Writer","cross_community",4,"['comm_160','comm_43']","Method:src/com/langla/real/map/Map.java:Map.nextMap#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_215_createmob","CreateMob → DataCenter","CreateMob → DataCenter","cross_community",4,"['comm_142','comm_17']","Method:src/com/langla/real/map/Map.java:Zone.createMob#0","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_216_camchat","CamChat → Writer","CamChat → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.camChat#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_217_gopquy","GopQuy → Writer","GopQuy → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.gopQuy#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_218_rutquy","RutQuy → Writer","RutQuy → Writer","cross_community",4,"['comm_54','comm_43']","Method:src/com/langla/real/family/Family.java:Family.rutQuy#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_219_a","A → InflateByteArray","A → InflateByteArray","cross_community",4,"['comm_66','comm_61']","Method:src/com/langla/lib/Binary.java:Binary.a#0","Method:src/com/langla/lib/Utlis.java:Utlis.inflateByteArray#1"
"proc_220_a","A → X","A → X","cross_community",4,"['comm_66','comm_61']","Method:src/com/langla/lib/Binary.java:Binary.a#0","Method:src/com/langla/lib/Binary.java:Binary.x#1"
"proc_221_b","B → InflateByteArray","B → InflateByteArray","cross_community",4,"['comm_66','comm_61']","Method:src/com/langla/lib/Binary.java:Binary.b#0","Method:src/com/langla/lib/Utlis.java:Utlis.inflateByteArray#1"
"proc_222_b","B → X","B → X","cross_community",4,"['comm_66','comm_61']","Method:src/com/langla/lib/Binary.java:Binary.b#0","Method:src/com/langla/lib/Binary.java:Binary.x#1"
"proc_223_a","A → DataCenter","A → DataCenter","cross_community",4,"['comm_29','comm_28','comm_17']","Method:src/com/langla/data/ItemOption.java:ItemOption.a#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_224_sendshop","SendShop → Writer","SendShop → Writer","intra_community",4,"['comm_23']","Method:src/com/langla/real/player/Session.java:Serivce.SendShop#1","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_225_sendshop","SendShop → DataCenter","SendShop → DataCenter","cross_community",4,"['comm_23','comm_17']","Method:src/com/langla/real/player/Session.java:Serivce.SendShop#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_226_sendshop","SendShop → WriteShort","SendShop → WriteShort","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.SendShop#1","Method:src/com/langla/server/lib/Writer.java:Writer.writeShort#1"
"proc_227_listgiatoc","ListGiaToc → Writer","ListGiaToc → Writer","cross_community",4,"['comm_23','comm_43']","Method:src/com/langla/real/player/Session.java:Serivce.listGiaToc#2","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_228_bangxephang","BangXepHang → WriteByte","BangXepHang → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.bangXepHang#2","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_229_bangxephanggiatoc","BangXepHangGiaToc → WriteByte","BangXepHangGiaToc → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.bangXepHangGiaToc#1","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_230_sendtabselectchar","SendTabSelectChar → Writer","SendTabSelectChar → Writer","intra_community",4,"['comm_23']","Method:src/com/langla/real/player/Session.java:Serivce.sendTabSelectChar#0","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_231_sendtabselectchar","SendTabSelectChar → WriteByte","SendTabSelectChar → WriteByte","cross_community",4,"['comm_23','comm_63']","Method:src/com/langla/real/player/Session.java:Serivce.sendTabSelectChar#0","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_232_handler","Handler → ReadShort","Handler → ReadShort","cross_community",3,"['comm_176','comm_22']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Method:src/com/langla/server/lib/Reader.java:Reader.readShort#0"
"proc_233_handler","Handler → ReadInt","Handler → ReadInt","cross_community",3,"['comm_176','comm_22']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Method:src/com/langla/server/lib/Reader.java:Reader.readInt#0"
"proc_234_handler","Handler → SendMessage","Handler → SendMessage","cross_community",3,"['comm_176','comm_43','comm_23']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_235_handler","Handler → LogError","Handler → LogError","cross_community",3,"['comm_176','comm_43','comm_23']","Method:src/com/langla/real/other/InputClient.java:InputClient.Handler#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_236_useitem","UseItem → SendMessage","UseItem → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItem#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_237_useitem","UseItem → LogError","UseItem → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItem#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_238_npcmenu","NPCMenu → SendMessage","NPCMenu → SendMessage","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.NPCMenu#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_239_npcmenu","NPCMenu → LogError","NPCMenu → LogError","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.NPCMenu#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_240_npcmenu","NPCMenu → LogRemoveChar","NPCMenu → LogRemoveChar","cross_community",3,"['comm_43','comm_119']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.NPCMenu#2","Method:src/com/langla/lib/Utlis.java:Utlis.logRemoveChar#2"
"proc_241_npcmenu","NPCMenu → GetAmount","NPCMenu → GetAmount","cross_community",3,"['comm_43','comm_119']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.NPCMenu#2","Method:src/com/langla/real/item/Item.java:Item.getAmount#0"
"proc_242_npcmenu","NPCMenu → SetAmount","NPCMenu → SetAmount","cross_community",3,"['comm_43','comm_119']","Method:src/com/langla/real/npc/NPC_Action.java:NPC_Action.NPCMenu#2","Method:src/com/langla/real/item/Item.java:Item.setAmount#1"
"proc_243_readarrdatagame","ReadArrDataGame → ReadUnsignedByte","ReadArrDataGame → ReadUnsignedByte","intra_community",3,"['comm_22']","Method:src/com/langla/data/DataCenter.java:DataCenter.readArrDataGame#1","Method:src/com/langla/server/lib/Reader.java:Reader.readUnsignedByte#0"
"proc_244_initializeactionlist","InitializeActionList → TaskHandler","InitializeActionList → TaskHandler","cross_community",3,"['comm_23','comm_156']","Method:src/com/langla/real/npc/Npc.java:Npc.initializeActionList#2","Class:src/com/langla/real/task/TaskHandler.java:TaskHandler"
"proc_245_main","Main → Map","Main → Map","cross_community",3,"['comm_45','comm_17']","Method:src/com/langla/server/main/Main.java:Main.main#1","Constructor:src/com/langla/real/map/Map.java:Map.Map#1"
"proc_246_main","Main → MyServerSocket","Main → MyServerSocket","intra_community",3,"['comm_45']","Method:src/com/langla/server/main/Main.java:Main.main#1","Constructor:src/com/langla/server/main/MyServerSocket.java:MyServerSocket.MyServerSocket#2"
"proc_247_attackplayer","AttackPlayer → Writer","AttackPlayer → Writer","cross_community",3,"['comm_44','comm_165']","Method:src/com/langla/real/map/Map.java:Zone.attackPlayer#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_248_attackplayer","AttackPlayer → WriteInt","AttackPlayer → WriteInt","cross_community",3,"['comm_44','comm_165','comm_63']","Method:src/com/langla/real/map/Map.java:Zone.attackPlayer#3","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_249_update","Update → PlayerManager","Update → PlayerManager","cross_community",3,"['comm_172','comm_43']","Method:src/com/langla/real/bangxephang/BangXepHang.java:BangXepHang.update#0","Class:src/com/langla/real/player/PlayerManager.java:PlayerManager"
"proc_250_update","Update → LogError","Update → LogError","cross_community",3,"['comm_172','comm_23']","Method:src/com/langla/real/bangxephang/BangXepHang.java:BangXepHang.update#0","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_251_createblock","CreateBlock → ReadUnsignedShort","CreateBlock → ReadUnsignedShort","cross_community",3,"['comm_50','comm_22']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Method:src/com/langla/server/lib/Reader.java:Reader.readUnsignedShort#0"
"proc_252_createblock","CreateBlock → DataBlockMap","CreateBlock → DataBlockMap","intra_community",3,"['comm_50']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Class:src/com/langla/data/DataBlockMap.java:DataBlockMap"
"proc_253_createblock","CreateBlock → ReadShort","CreateBlock → ReadShort","cross_community",3,"['comm_50','comm_22']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Method:src/com/langla/server/lib/Reader.java:Reader.readShort#0"
"proc_254_createblock","CreateBlock → ReadByte","CreateBlock → ReadByte","cross_community",3,"['comm_50','comm_22']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Method:src/com/langla/server/lib/Reader.java:Reader.readByte#0"
"proc_255_createblock","CreateBlock → BlockMap","CreateBlock → BlockMap","intra_community",3,"['comm_50']","Method:src/com/langla/data/MapTemplate.java:MapTemplate.createBlock#1","Class:src/com/langla/data/BlockMap.java:BlockMap"
"proc_256_useitemwithtab","UseItemWithTab → LogRemoveChar","UseItemWithTab → LogRemoveChar","intra_community",3,"['comm_43']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Method:src/com/langla/lib/Utlis.java:Utlis.logRemoveChar#2"
"proc_257_useitemwithtab","UseItemWithTab → GetAmount","UseItemWithTab → GetAmount","cross_community",3,"['comm_43','comm_119']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Method:src/com/langla/real/item/Item.java:Item.getAmount#0"
"proc_258_useitemwithtab","UseItemWithTab → SetAmount","UseItemWithTab → SetAmount","cross_community",3,"['comm_43','comm_119']","Method:src/com/langla/real/item/ItemHandle.java:ItemHandle.useItemWithTab#4","Method:src/com/langla/real/item/Item.java:Item.setAmount#1"
"proc_259_gokhamngoc","GoKhamNgoc → GetItemBagByIndex","GoKhamNgoc → GetItemBagByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_260_gokhamngoc","GoKhamNgoc → GetItemBodyByIndex","GoKhamNgoc → GetItemBodyByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_261_gokhamngoc","GoKhamNgoc → GetItemBody2ByIndex","GoKhamNgoc → GetItemBody2ByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_262_gokhamngoc","GoKhamNgoc → SendMessage","GoKhamNgoc → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_263_gokhamngoc","GoKhamNgoc → LogError","GoKhamNgoc → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.goKhamNgoc#3","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_264_upgradelucdao","UpgradeLucDao → GetItemBagByIndex","UpgradeLucDao → GetItemBagByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_265_upgradelucdao","UpgradeLucDao → GetItemBodyByIndex","UpgradeLucDao → GetItemBodyByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_266_upgradelucdao","UpgradeLucDao → GetItemBody2ByIndex","UpgradeLucDao → GetItemBody2ByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_267_upgradelucdao","UpgradeLucDao → SendMessage","UpgradeLucDao → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_268_upgradelucdao","UpgradeLucDao → LogError","UpgradeLucDao → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.upgradeLucDao#4","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_269_chetao","CheTao → SendMessage","CheTao → SendMessage","cross_community",3,"['comm_139','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.cheTao#1","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_270_chetao","CheTao → LogError","CheTao → LogError","cross_community",3,"['comm_139','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.cheTao#1","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_271_chetao","CheTao → DataCenter","CheTao → DataCenter","cross_community",3,"['comm_139','comm_17']","Method:src/com/langla/real/player/Char.java:Char.cheTao#1","Constructor:src/com/langla/data/DataCenter.java:DataCenter.DataCenter#0"
"proc_272_handle","Handle → GetItemBagByIndex","Handle → GetItemBagByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_273_handle","Handle → GetItemBodyByIndex","Handle → GetItemBodyByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_274_handle","Handle → GetItemBody2ByIndex","Handle → GetItemBody2ByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_275_handle","Handle → SendMessage","Handle → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_276_handle","Handle → LogError","Handle → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.handle#4","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_277_ghepcaitrang","GhepCaiTrang → SendMessage","GhepCaiTrang → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.ghepCaiTrang#1","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_278_ghepcaitrang","GhepCaiTrang → LogError","GhepCaiTrang → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.ghepCaiTrang#1","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_279_ghepcaitrang","GhepCaiTrang → Split","GhepCaiTrang → Split","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.ghepCaiTrang#1","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_280_buyshop","BuyShop → SendMessage","BuyShop → SendMessage","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.BuyShop#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_281_buyshop","BuyShop → LogError","BuyShop → LogError","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.BuyShop#2","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_282_khamngoc","KhamNgoc → GetItemBagByIndex","KhamNgoc → GetItemBagByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_283_khamngoc","KhamNgoc → GetItemBodyByIndex","KhamNgoc → GetItemBodyByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_284_khamngoc","KhamNgoc → GetItemBody2ByIndex","KhamNgoc → GetItemBody2ByIndex","intra_community",3,"['comm_28']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_285_khamngoc","KhamNgoc → SendMessage","KhamNgoc → SendMessage","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_286_khamngoc","KhamNgoc → LogError","KhamNgoc → LogError","cross_community",3,"['comm_28','comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.khamNgoc#3","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_287_attackmob","AttackMob → Writer","AttackMob → Writer","intra_community",3,"['comm_165']","Method:src/com/langla/real/map/Map.java:Zone.attackMob#3","Constructor:src/com/langla/server/lib/Writer.java:Writer.Writer#0"
"proc_288_attackmob","AttackMob → WriteInt","AttackMob → WriteInt","cross_community",3,"['comm_165','comm_63']","Method:src/com/langla/real/map/Map.java:Zone.attackMob#3","Method:src/com/langla/server/lib/Writer.java:Writer.writeInt#1"
"proc_289_doibuano","DoiBuaNo → GetItemBagByIndex","DoiBuaNo → GetItemBagByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_290_doibuano","DoiBuaNo → GetItemBodyByIndex","DoiBuaNo → GetItemBodyByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_291_doibuano","DoiBuaNo → GetItemBody2ByIndex","DoiBuaNo → GetItemBody2ByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_292_doibuano","DoiBuaNo → SendMessage","DoiBuaNo → SendMessage","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
"proc_293_doibuano","DoiBuaNo → LogError","DoiBuaNo → LogError","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/lib/Utlis.java:Utlis.logError#3"
"proc_294_doibuano","DoiBuaNo → Split","DoiBuaNo → Split","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/trangbi/UpgradeTrangBi.java:UpgradeTrangBi.DoiBuaNo#3","Method:src/com/langla/lib/Utlis.java:Utlis.split#2"
"proc_295_writeme","WriteMe → WriteByte","WriteMe → WriteByte","intra_community",3,"['comm_63']","Method:src/com/langla/real/player/Char.java:Char.writeMe#1","Method:src/com/langla/server/lib/Writer.java:Writer.writeByte#1"
"proc_296_confirmtachcaitrang","ConfirmTachCaiTrang → GetItemBagByIndex","ConfirmTachCaiTrang → GetItemBagByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/player/Char.java:Char.confirmTachCaiTrang#2","Method:src/com/langla/real/player/Char.java:Char.getItemBagByIndex#1"
"proc_297_confirmtachcaitrang","ConfirmTachCaiTrang → GetItemBodyByIndex","ConfirmTachCaiTrang → GetItemBodyByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/player/Char.java:Char.confirmTachCaiTrang#2","Method:src/com/langla/real/player/Char.java:Char.getItemBodyByIndex#1"
"proc_298_confirmtachcaitrang","ConfirmTachCaiTrang → GetItemBody2ByIndex","ConfirmTachCaiTrang → GetItemBody2ByIndex","cross_community",3,"['comm_43','comm_28']","Method:src/com/langla/real/player/Char.java:Char.confirmTachCaiTrang#2","Method:src/com/langla/real/player/Char.java:Char.getItemBody2ByIndex#1"
"proc_299_confirmtachcaitrang","ConfirmTachCaiTrang → SendMessage","ConfirmTachCaiTrang → SendMessage","cross_community",3,"['comm_43','comm_23']","Method:src/com/langla/real/player/Char.java:Char.confirmTachCaiTrang#2","Method:src/com/langla/real/player/Session.java:Session.sendMessage#1"
